4009
pivovar
151,114,3134
18,149,3135
83,151,3141
33,33,3143
21,138,3174
97,145,3181
159,29,3207
83,109,3209
34,99,3210
22,76,3211
84,129,3222
149,120,3243
25,100,3254
36,137,3290
24,2,3294
81,79,3295
96,78,3307
101,59,3310
47,91,3328
34,151,3332
80,151,3336
112,38,3342
150,30,3366
26,21,3369
84,88,3378
83,85,3379
99,145,3380
63,37,3386
71,135,3394
67,68,3399
17,103,3404
88,107,3405
15,157,3407
52,61,3417
101,159,3430
5,76,3449
21,134,3450
66,137,3458
14,139,3461
0,4,3467
97,139,3469
21,39,3479
6,49,3485
120,7,3486
48,105,3492
42,143,3500
124,128,3501
29,147,3502
50,148,3504
13,157,3521
136,152,3526
15,39,3529
9,64,3535
69,7,3536
16,162,3552
113,79,3554
21,59,3555
166,164,3556
50,45,3557
7,15,3573
89,23,3599
157,71,3605
151,143,3606
133,107,3608
132,147,3611
127,141,3613
12,114,3630
72,146,3638
22,156,3645
102,128,3651
140,7,3658
65,20,3661
18,130,3674
75,77,3676
45,84,3687
96,95,3691
3,160,3693
104,150,3696
100,109,3714
78,0,3736
78,155,3748
39,141,3758
123,77,3759
71,45,3760
155,52,3774
41,111,3781
33,25,3783
98,155,3794
28,96,3796
23,59,3814
76,85,3839
56,4,3851
164,31,3854
151,112,3865
36,10,3883
75,29,3885
103,103,3887
83,31,3888
143,26,3897
5,40,3898
58,32,3907
141,159,3911
112,150,3927
74,60,3943
75,50,3975
6,156,3981
124,38,3990
hospoda
309,117,20
212,134,21
197,142,26
281,101,40
286,125,42
193,17,48
207,48,73
227,30,79
192,12,80
210,80,88
225,43,96
310,158,109
185,155,131
282,101,133
207,86,139
334,123,140
272,44,158
168,119,160
255,70,176
296,78,183
175,160,189
190,147,194
212,68,214
260,27,228
317,51,238
263,52,240
261,163,247
185,147,254
205,137,258
233,38,279
332,75,284
332,154,286
230,162,291
264,148,295
183,63,298
225,2,333
280,38,346
192,39,357
240,160,371
264,28,377
176,78,387
333,19,388
278,42,393
242,108,395
221,68,398
286,25,405
220,91,406
238,61,408
318,141,409
173,35,422
240,100,434
226,121,444
204,110,447
215,3,456
265,37,457
243,114,486
239,153,490
248,23,500
326,53,505
195,100,515
202,55,519
230,52,525
316,112,551
203,6,553
269,85,559
189,89,576
176,119,590
177,136,591
309,147,629
212,50,630
193,120,640
314,5,646
180,103,659
231,32,671
181,12,693
261,122,706
262,44,725
206,55,729
320,70,734
242,9,736
318,143,761
272,16,763
331,167,773
312,114,797
266,105,800
189,65,806
207,132,818
249,61,829
329,2,841
301,53,843
291,49,858
252,166,866
313,106,870
197,112,883
210,146,893
320,77,896
295,9,901
308,75,926
204,17,928
193,59,937
181,34,940
296,146,948
228,57,963
169,124,973
306,145,1001
196,166,1005
182,92,1017
292,111,1020
289,15,1029
320,112,1042
302,42,1043
296,36,1044
293,157,1051
214,34,1057
233,82,1062
248,137,1070
276,142,1079
204,93,1102
287,120,1120
277,164,1130
323,37,1133
229,128,1145
277,68,1158
222,73,1182
292,57,1184
221,29,1192
229,70,1203
192,89,1204
322,20,1235
326,115,1238
314,131,1266
256,130,1267
245,88,1269
221,160,1271
217,105,1294
210,118,1309
302,50,1320
305,121,1329
297,50,1331
229,24,1340
269,30,1351
291,43,1356
239,131,1357
271,78,1369
253,39,1375
267,163,1380
182,60,1384
332,133,1385
183,66,1388
268,113,1400
312,163,1406
315,65,1410
233,91,1411
294,165,1416
190,147,1420
229,90,1428
283,47,1429
326,31,1431
330,145,1434
188,14,1436
292,40,1437
175,52,1465
322,25,1468
331,124,1474
294,91,1481
305,119,1484
282,81,1494
216,130,1501
299,129,1504
184,74,1506
275,62,1511
304,79,1531
322,90,1538
301,112,1539
169,14,1541
303,98,1543
322,149,1550
296,115,1568
255,31,1571
239,145,1573
168,47,1576
238,97,1582
198,22,1595
310,133,1600
254,48,1613
212,152,1620
169,143,1635
174,123,1640
190,28,1651
234,156,1660
233,101,1679
274,166,1682
204,159,1699
313,56,1708
296,55,1710
255,98,1729
212,21,1744
264,98,1747
241,22,1755
238,131,1761
277,7,1768
263,130,1775
171,19,1778
203,55,1790
203,137,1793
186,121,1797
280,89,1807
225,126,1812
213,14,1815
245,24,1822
287,75,1827
262,59,1841
171,88,1866
320,60,1870
333,89,1894
244,18,1915
313,30,1916
233,0,1928
252,85,1931
217,152,1938
226,126,1951
173,136,1956
263,1,1959
224,38,1963
324,155,1967
189,117,1978
229,74,1980
260,95,1985
233,41,1986
245,1,1988
281,11,1995
286,16,1996
227,144,2004
179,148,2017
292,78,2022
268,59,2023
293,97,2039
310,20,2040
204,80,2070
200,69,2109
275,159,2130
175,163,2134
173,144,2137
320,61,2145
184,17,2157
271,74,2159
282,150,2165
181,23,2171
307,38,2173
190,21,2178
203,117,2194
199,43,2197
303,13,2203
274,49,2206
324,78,2215
182,121,2218
320,128,2219
314,35,2222
260,159,2224
224,154,2250
227,107,2262
246,14,2266
306,144,2269
176,77,2292
263,115,2304
328,80,2314
244,158,2325
261,115,2335
288,117,2346
232,96,2360
213,161,2373
309,111,2379
213,134,2391
304,74,2395
308,111,2397
252,161,2401
237,65,2409
279,59,2420
291,106,2439
227,105,2452
265,35,2457
309,51,2461
206,43,2463
182,30,2466
297,83,2484
275,96,2496
238,93,2502
232,7,2515
329,14,2520
260,63,2544
279,137,2545
279,32,2561
205,66,2566
169,152,2568
263,108,2574
293,95,2576
320,80,2583
218,30,2592
334,62,2607
273,166,2609
275,35,2615
265,127,2634
291,33,2643
293,4,2648
213,152,2662
306,31,2674
239,124,2683
236,16,2684
245,167,2685
193,139,2686
288,20,2695
274,53,2708
212,53,2718
241,82,2723
283,124,2735
283,156,2750
306,105,2759
190,166,2762
193,93,2772
181,128,2774
295,31,2775
271,26,2808
289,96,2812
176,28,2816
287,164,2817
334,145,2832
226,21,2839
218,33,2851
179,34,2857
265,37,2862
181,125,2872
209,66,2875
172,5,2883
189,142,2886
326,21,2888
214,92,2896
233,76,2901
224,78,2916
187,101,2918
184,74,2924
225,48,2931
199,80,2934
275,114,2941
300,7,2943
246,130,2946
237,137,2947
230,148,2955
281,97,2957
174,156,2965
207,38,2972
285,42,2975
313,98,2981
193,86,2982
182,142,2984
173,82,2987
204,79,2991
333,62,2997
310,90,2999
289,0,3004
322,121,3012
175,93,3013
255,130,3015
197,75,3028
224,108,3033
317,97,3039
254,4,3061
189,152,3075
194,65,3094
331,68,3097
236,32,3101
191,8,3108
331,75,3110
181,38,3145
205,66,3146
264,99,3151
175,35,3156
284,97,3187
244,64,3195
247,122,3214
314,16,3215
257,43,3235
171,98,3237
286,82,3247
253,55,3249
218,96,3264
182,46,3287
230,84,3296
328,70,3301
249,91,3321
299,72,3325
277,68,3327
208,73,3344
267,110,3350
173,1,3354
268,95,3370
247,167,3382
256,114,3398
335,149,3408
241,20,3424
229,84,3429
212,30,3451
307,105,3463
170,165,3468
171,55,3471
282,27,3475
198,107,3497
307,97,3507
223,137,3508
198,7,3516
171,19,3520
188,15,3523
247,68,3527
283,101,3531
333,95,3538
327,6,3539
226,114,3578
286,146,3582
187,1,3584
175,12,3591
329,10,3603
264,99,3607
209,115,3620
199,22,3621
208,127,3632
173,73,3637
271,106,3642
221,58,3662
266,89,3668
169,9,3673
247,121,3684
300,108,3706
239,142,3716
253,36,3717
275,129,3725
291,111,3727
254,123,3729
300,152,3730
287,7,3755
208,10,3757
184,46,3763
197,94,3767
328,89,3782
278,17,3791
219,125,3799
292,83,3808
233,56,3813
228,159,3838
310,51,3844
224,104,3845
252,99,3869
177,12,3877
284,34,3878
257,42,3880
333,118,3910
257,164,3912
320,2,3914
180,125,3921
173,80,3942
303,61,3946
332,24,3951
199,60,3956
189,37,3957
319,85,3960
222,21,3962
319,26,3969
266,87,3972
318,118,3984
235,137,3986
210,140,3991
196,3,3993
274,9,3996
272,139,4000
hospoda
483,114,2
442,48,16
490,131,17
420,45,24
346,68,28
474,159,37
490,23,43
367,47,45
468,127,55
375,43,64
421,158,70
441,59,81
447,134,84
352,14,86
411,7,103
453,130,110
423,12,111
344,65,112
452,110,113
370,157,115
363,39,123
358,108,125
497,66,127
405,140,135
382,77,152
498,136,154
464,151,171
347,152,175
458,68,205
428,71,207
363,38,211
357,61,218
495,3,225
354,108,227
458,148,249
465,29,250
442,53,265
347,60,287
340,77,318
373,76,324
339,99,334
493,59,347
404,51,354
453,27,355
464,87,365
485,34,373
432,34,374
475,129,376
450,60,394
497,28,403
424,91,412
463,124,413
347,111,432
421,16,433
359,149,440
401,40,484
418,55,487
461,130,492
461,145,501
492,118,517
376,116,522
369,106,523
479,28,524
375,22,527
455,88,528
461,24,543
499,59,554
409,35,561
435,96,563
416,140,571
424,70,577
405,103,583
475,138,587
488,51,597
390,134,601
378,82,603
394,69,607
445,34,648
336,1,654
484,74,656
371,34,658
366,51,663
364,122,665
402,127,668
344,62,683
393,98,698
444,22,714
403,107,726
336,37,741
499,82,743
376,15,748
415,71,749
379,135,757
391,65,759
357,67,767
471,159,770
380,121,775
477,164,776
398,67,805
477,20,820
474,48,840
438,70,859
348,46,864
352,6,871
451,149,877
496,111,885
461,8,887
404,95,889
468,93,892
441,11,898
337,33,915
378,151,916
490,93,923
471,5,931
429,158,939
349,46,961
341,29,965
363,44,969
450,164,970
442,112,977
342,129,979
487,83,991
434,69,1022
349,135,1027
420,37,1030
472,121,1073
454,157,1075
401,115,1092
354,73,1093
483,53,1109
469,41,1119
396,23,1136
451,37,1143
342,108,1146
423,3,1152
423,24,1155
357,116,1174
460,92,1177
400,127,1181
459,32,1187
371,25,1195
460,12,1196
422,78,1207
389,96,1208
482,82,1213
409,67,1244
363,57,1248
436,14,1263
393,19,1304
439,8,1306
367,138,1314
375,141,1328
370,132,1335
362,131,1338
474,83,1350
423,105,1372
498,165,1401
445,144,1408
483,123,1414
438,64,1443
473,63,1456
479,61,1461
358,141,1466
451,55,1472
398,59,1487
407,135,1502
347,147,1505
403,122,1512
377,63,1514
341,26,1524
434,154,1537
394,15,1556
395,147,1592
464,74,1597
337,16,1603
468,147,1608
394,85,1614
394,119,1615
478,88,1617
499,72,1622
336,24,1636
454,63,1644
363,138,1668
475,154,1673
463,163,1681
417,88,1684
412,164,1693
451,104,1709
446,144,1716
487,19,1745
450,6,1783
352,64,1798
377,82,1809
460,40,1810
446,57,1819
481,94,1821
433,12,1826
430,11,1828
436,106,1837
370,163,1840
357,98,1845
405,166,1850
427,84,1863
482,48,1872
435,89,1877
490,151,1892
447,139,1906
424,44,1917
366,65,1923
408,71,1924
442,156,1932
473,83,1933
464,160,1935
454,7,1940
470,113,1948
345,44,1952
437,129,1984
400,96,1998
376,136,2005
447,150,2027
354,73,2037
419,123,2046
372,127,2061
360,42,2073
444,42,2076
494,150,2081
366,72,2089
424,62,2095
454,2,2097
353,29,2106
423,5,2149
346,91,2154
494,88,2179
345,14,2189
355,81,2208
469,38,2220
402,57,2228
388,72,2242
413,116,2249
373,29,2271
406,58,2275
386,81,2291
497,21,2313
355,124,2320
472,53,2334
394,111,2336
344,4,2338
394,115,2347
480,118,2364
413,114,2365
397,45,2380
412,159,2386
453,73,2396
398,50,2400
439,97,2410
358,165,2431
378,63,2454
413,48,2460
340,46,2482
431,146,2500
436,102,2533
373,138,2536
396,144,2538
375,98,2553
406,89,2559
346,14,2580
340,7,2584
397,38,2617
368,69,2618
484,79,2621
375,6,2623
344,82,2628
473,31,2630
336,158,2640
396,157,2641
377,34,2676
422,59,2679
350,56,2699
395,157,2711
457,36,2725
452,120,2726
369,138,2732
452,146,2738
377,110,2747
348,24,2748
439,112,2751
478,86,2784
487,152,2793
466,124,2794
367,102,2798
391,127,2806
387,22,2809
463,36,2810
364,153,2823
363,78,2850
459,55,2889
481,98,2892
360,128,2895
463,92,2906
495,154,2911
427,134,2913
463,74,2944
389,10,2960
402,166,2966
407,162,2970
416,159,2971
486,95,2989
489,102,2990
423,82,2994
437,0,2996
465,135,3000
416,29,3003
496,114,3009
423,34,3010
352,159,3019
372,91,3032
389,19,3034
454,93,3040
354,107,3051
440,39,3056
477,111,3063
422,97,3082
452,137,3089
414,62,3113
380,27,3148
430,129,3153
396,5,3163
369,0,3175
358,6,3185
382,85,3186
373,150,3203
453,99,3212
475,142,3216
443,134,3219
458,69,3220
411,14,3224
376,49,3238
392,59,3246
338,123,3252
462,3,3261
339,152,3266
464,67,3299
430,117,3304
419,107,3311
472,53,3312
400,134,3333
464,154,3335
434,2,3349
456,56,3355
407,112,3356
450,120,3358
405,158,3371
461,7,3381
356,145,3387
364,8,3389
348,11,3391
440,59,3397
370,18,3410
448,65,3413
381,91,3423
488,44,3427
440,25,3428
398,11,3440
395,164,3441
483,132,3445
468,155,3491
493,136,3494
445,73,3511
465,131,3522
443,48,3543
386,118,3545
367,61,3546
351,108,3547
412,156,3550
353,141,3560
435,26,3562
422,120,3566
357,97,3571
441,78,3583
369,115,3595
370,138,3604
439,125,3629
388,128,3679
379,39,3683
365,146,3689
425,111,3690
473,2,3715
419,144,3718
451,107,3731
346,122,3732
440,119,3739
423,138,3746
447,50,3749
493,48,3766
480,15,3771
383,71,3773
417,103,3788
414,1,3793
379,129,3797
371,36,3817
409,93,3821
413,144,3833
414,25,3834
458,40,3837
383,151,3858
342,157,3871
376,120,3891
352,158,3893
336,54,3906
484,73,3924
471,166,3926
479,161,3930
382,126,3932
384,47,3938
405,11,3940
431,111,3976
346,28,3980
339,129,3982
435,137,3985
hospoda
83,293,1
7,235,9
93,205,11
45,172,13
116,287,18
163,279,27
105,176,29
115,259,30
107,310,33
108,172,38
107,189,47
92,284,52
126,300,54
98,279,63
150,207,83
2,242,92
88,317,104
38,329,106
78,311,120
83,235,122
100,184,134
67,189,141
119,326,149
145,255,150
135,249,164
140,264,165
51,281,166
106,323,172
67,169,202
27,324,204
108,213,209
74,210,223
136,228,224
108,203,235
119,175,237
59,183,248
16,277,264
6,222,280
32,307,290
112,192,303
87,197,306
147,335,312
6,270,323
98,218,325
66,318,328
91,294,335
85,305,341
148,280,348
43,330,359
9,331,364
34,282,367
69,253,414
145,277,415
58,187,417
23,231,424
122,276,425
140,252,435
104,300,442
149,173,462
79,197,467
2,193,469
29,282,480
51,242,485
82,311,495
110,335,497
166,315,498
58,330,499
156,223,509
82,290,512
140,211,513
17,274,526
34,196,534
136,232,573
11,267,575
151,245,602
119,181,608
141,220,610
62,239,613
21,297,614
164,190,628
42,303,633
77,175,635
71,299,649
41,205,650
99,203,653
96,218,655
119,171,675
22,270,686
73,230,694
38,176,718
19,306,721
96,191,722
112,245,744
113,216,750
112,297,754
160,299,766
96,230,771
16,262,777
17,234,781
162,256,793
120,251,804
119,272,807
142,280,815
35,292,821
142,194,825
102,264,828
166,265,832
105,248,835
13,239,848
154,321,849
117,194,850
90,203,860
39,313,861
6,189,868
53,189,875
32,171,879
157,272,882
80,290,888
33,204,897
125,242,922
125,180,934
84,227,938
64,270,942
108,214,953
148,230,958
15,213,964
135,282,966
73,334,972
73,329,1002
21,320,1012
161,209,1031
141,309,1033
45,191,1034
100,172,1068
71,317,1077
37,242,1080
85,248,1081
153,181,1091
153,250,1100
109,182,1101
74,275,1115
81,181,1142
132,331,1150
118,200,1156
78,201,1179
131,326,1185
166,220,1194
80,238,1202
108,255,1228
160,272,1229
48,220,1230
47,230,1239
67,217,1247
31,267,1254
19,169,1255
125,257,1261
124,263,1274
37,193,1276
106,326,1279
165,235,1280
6,199,1289
77,331,1298
30,318,1303
90,223,1311
80,275,1313
130,284,1349
143,286,1355
160,269,1373
111,302,1378
134,225,1390
75,292,1398
49,264,1412
130,321,1413
81,222,1421
150,187,1422
36,200,1424
70,269,1425
57,245,1450
26,168,1454
92,328,1455
94,225,1460
141,239,1462
151,331,1475
20,252,1485
157,331,1488
29,294,1491
92,330,1492
20,254,1540
97,247,1542
25,185,1551
81,272,1562
102,265,1564
109,268,1574
38,319,1588
146,191,1599
127,189,1604
167,311,1632
146,264,1633
90,194,1642
76,205,1659
73,279,1665
115,228,1677
102,312,1702
152,272,1732
66,306,1735
108,211,1736
31,249,1752
135,278,1753
96,262,1767
147,264,1794
21,292,1800
133,176,1801
58,206,1804
115,284,1835
106,199,1847
68,298,1891
85,319,1905
129,237,1918
67,177,1922
54,182,1926
167,288,1934
37,196,1943
96,241,1966
140,323,1970
49,210,1974
61,219,1991
6,305,1993
34,189,2003
158,248,2007
125,185,2008
145,321,2010
117,259,2011
91,198,2036
66,303,2048
56,302,2050
96,328,2055
111,306,2064
102,320,2067
82,208,2068
116,221,2078
103,259,2087
0,226,2091
55,261,2098
101,272,2103
11,214,2112
114,292,2118
91,257,2121
120,223,2124
59,194,2131
121,258,2133
26,172,2135
125,214,2147
131,206,2174
129,221,2183
77,253,2185
97,237,2188
126,248,2202
24,199,2213
162,312,2214
90,289,2223
50,169,2226
82,331,2230
9,211,2235
55,335,2236
156,326,2238
71,257,2241
5,315,2254
63,316,2258
107,293,2270
65,230,2288
141,180,2298
114,318,2300
21,327,2306
165,171,2319
72,200,2326
49,173,2337
99,313,2339
119,316,2345
43,298,2363
138,309,2377
142,200,2378
129,235,2382
88,296,2383
53,298,2387
4,285,2393
85,174,2413
162,324,2417
149,251,2419
92,239,2423
54,206,2426
51,244,2428
51,200,2434
162,185,2436
31,211,2443
103,308,2444
104,259,2449
0,180,2462
152,279,2467
87,257,2472
60,200,2491
44,234,2498
14,197,2503
137,189,2509
153,241,2518
86,206,2523
41,259,2534
139,318,2560
119,334,2565
46,307,2582
151,213,2586
128,200,2589
122,208,2596
19,199,2600
131,195,2601
88,212,2610
36,313,2638
78,182,2639
3,259,2650
167,289,2656
14,219,2657
147,268,2667
44,303,2668
85,178,2675
65,291,2677
116,323,2682
34,189,2689
53,230,2696
4,324,2710
19,188,2730
92,286,2740
36,250,2749
24,182,2754
152,226,2755
102,329,2764
70,280,2786
102,243,2790
130,281,2796
58,170,2799
47,311,2811
39,335,2814
58,279,2824
136,268,2837
104,209,2838
53,291,2864
42,282,2868
100,196,2873
65,177,2897
102,280,2917
86,264,2930
135,285,2936
162,323,2937
111,303,2938
71,197,2942
36,242,2958
38,327,2963
96,254,2974
42,225,2976
97,235,2983
119,317,3007
27,182,3017
34,262,3018
148,198,3022
16,286,3041
47,298,3044
63,267,3049
103,334,3067
28,263,3074
46,185,3090
45,330,3100
68,323,3118
147,242,3125
158,209,3127
138,215,3128
75,316,3138
104,288,3142
26,271,3144
20,234,3178
17,294,3184
16,288,3189
148,261,3190
72,287,3194
127,168,3229
125,230,3250
86,278,3255
145,329,3256
9,317,3279
146,306,3283
142,236,3286
97,170,3293
43,326,3297
7,226,3315
77,246,3320
46,268,3323
145,217,3359
46,212,3363
51,250,3402
110,263,3448
165,177,3466
99,291,3474
135,213,3487
161,295,3490
156,215,3533
123,295,3548
127,210,3551
54,255,3559
51,298,3568
59,213,3579
93,261,3580
3,235,3587
53,234,3596
141,183,3598
91,265,3602
1,321,3627
159,305,3644
67,209,3648
118,263,3650
117,168,3652
16,261,3653
84,290,3666
77,324,3692
13,323,3694
77,289,3702
94,223,3705
27,245,3707
151,311,3710
161,295,3712
46,210,3721
104,243,3724
70,291,3735
166,294,3737
77,265,3742
91,271,3745
13,193,3764
91,335,3768
97,291,3798
127,171,3802
158,190,3806
69,277,3811
9,244,3816
2,201,3818
123,330,3824
151,318,3826
53,233,3828
75,200,3830
105,170,3831
33,216,3835
23,204,3836
46,319,3846
146,206,3847
41,215,3852
42,186,3856
111,268,3864
147,277,3875
115,168,3886
132,244,3899
156,228,3903
29,253,3909
100,303,3937
104,295,3947
34,297,3959
30,220,3965
139,194,3968
71,226,3971
122,303,3987
38,292,3988
118,280,3989
156,185,3992
133,304,3994
hospoda
310,256,14
266,230,22
176,177,34
184,206,51
211,237,56
331,227,57
193,172,58
198,316,59
274,234,61
212,230,78
312,219,87
283,176,93
249,289,101
225,292,105
169,186,107
235,173,129
278,225,130
231,261,161
247,280,168
268,188,169
334,259,173
257,247,180
237,184,182
212,293,188
178,216,199
180,189,215
200,240,219
240,302,234
258,231,236
227,195,239
233,226,244
203,240,246
263,264,253
185,242,260
174,287,275
168,335,283
250,230,294
239,317,297
171,305,300
250,197,305
270,332,307
322,309,308
224,235,311
279,231,313
277,192,314
290,264,337
188,246,358
266,170,366
203,206,375
197,279,386
221,218,392
215,263,400
211,188,421
188,286,431
273,176,439
184,261,441
186,196,443
300,170,448
276,218,449
304,310,450
328,243,452
178,177,475
318,231,481
196,240,493
256,170,503
213,318,535
186,253,539
302,258,544
260,271,549
314,327,552
248,259,560
236,316,569
218,174,586
209,333,594
278,204,632
198,190,645
179,330,670
265,255,679
278,208,688
302,269,702
191,176,708
187,222,709
278,252,717
291,202,723
250,330,730
334,270,737
301,291,753
316,176,783
240,283,784
225,216,789
223,275,790
288,250,794
212,176,802
335,296,810
181,171,813
248,248,823
181,229,824
253,300,853
228,253,856
261,209,890
216,213,914
209,182,917
261,276,919
300,197,920
201,325,925
226,206,929
202,254,932
239,277,950
285,171,957
215,326,980
176,272,981
183,177,993
181,254,999
173,193,1000
267,243,1008
179,222,1014
177,269,1019
196,241,1036
297,172,1040
192,226,1058
198,195,1061
196,330,1064
279,212,1072
310,215,1076
224,284,1083
235,254,1094
311,331,1096
234,199,1097
306,235,1098
314,282,1104
232,328,1107
171,240,1122
246,292,1141
298,248,1148
202,312,1159
195,223,1162
284,233,1169
263,313,1189
305,266,1218
262,215,1224
244,189,1251
238,271,1259
202,202,1260
186,239,1278
271,296,1282
216,292,1297
218,201,1317
261,282,1325
173,302,1342
232,280,1345
318,276,1346
282,197,1359
263,296,1370
207,314,1374
324,218,1382
179,212,1392
242,322,1399
169,229,1402
267,298,1403
197,324,1423
326,301,1432
193,236,1440
300,266,1447
309,286,1451
188,317,1452
330,210,1459
257,288,1463
201,195,1464
271,234,1469
318,319,1482
227,270,1483
221,180,1490
257,295,1507
176,325,1510
196,271,1513
328,226,1517
292,192,1527
303,197,1548
306,256,1555
229,232,1557
198,297,1565
219,198,1569
219,305,1575
221,328,1596
305,213,1616
296,291,1625
317,298,1638
249,275,1639
176,275,1653
334,204,1661
207,189,1664
327,293,1678
235,241,1685
234,308,1691
254,333,1701
322,254,1705
273,277,1717
270,275,1718
320,212,1724
253,323,1730
317,171,1751
172,261,1754
317,245,1758
294,215,1769
231,285,1788
233,219,1806
320,242,1814
195,315,1818
198,233,1825
291,329,1832
215,264,1833
318,227,1839
281,291,1842
331,274,1851
286,186,1852
236,262,1860
213,222,1875
227,206,1886
173,313,1888
169,177,1893
307,316,1899
327,256,1914
233,300,1921
263,224,1927
273,221,1936
186,257,1939
266,318,1949
255,213,1954
327,180,1958
212,244,1982
207,317,1983
290,208,1992
313,193,2006
241,264,2015
296,323,2016
275,234,2019
220,305,2030
287,195,2032
203,264,2033
175,299,2034
177,239,2041
321,276,2045
286,294,2053
209,329,2058
184,268,2079
205,279,2088
334,253,2093
209,233,2113
206,303,2114
hospodat
226,186,2116
309,173,2123
298,247,2128
245,246,2148
327,180,2150
288,289,2153
270,203,2166
174,172,2167
315,168,2175
244,330,2180
216,183,2191
221,284,2199
172,330,2204
